,<0.001,<0.0010722672220103231,<0.0011497569953977356,<0.0012328467394420659,<0.0013219411484660286,<0.0014174741629268048,<0.0015199110829529332,<0.0016297508346206436,<0.001747528400007683,<0.001873817422860383,<0.002009233002565048,<0.0021544346900318843,<0.0023101297000831605,<0.0024770763559917113,<0.0026560877829466868,<0.002848035868435802,<0.0030538555088334154,<0.0032745491628777285,<0.003511191734215131,<0.0037649358067924675,<0.004037017258596553,<0.004328761281083057,<0.004641588833612782,<0.004977023564332114,<0.005336699231206312,<0.00572236765935022,<0.006135907273413176,<0.006579332246575682,<0.007054802310718645,<0.007564633275546291,<0.008111308307896872,<0.008697490026177835,<0.0093260334688322,<0.01,<0.010722672220103232,<0.011497569953977356,<0.012328467394420659,<0.013219411484660293,<0.014174741629268055,<0.01519911082952934,<0.016297508346206444,<0.01747528400007684,<0.01873817422860384,<0.02009233002565047,<0.021544346900318846,<0.023101297000831605,<0.024770763559917114,<0.026560877829466867,<0.02848035868435802,<0.030538555088334154,<0.03274549162877728,<0.03511191734215131,<0.037649358067924674,<0.04037017258596556,<0.04328761281083059,<0.046415888336127795,<0.049770235643321115,<0.0533669923120631,<0.05722367659350217,<0.06135907273413173,<0.06579332246575682,<0.07054802310718646,<0.07564633275546291,<0.08111308307896872,<0.08697490026177834,<0.093260334688322,<0.1,<0.10722672220103231,<0.11497569953977356,<0.12328467394420659,<0.13219411484660287,<0.14174741629268048,<0.1519911082952933,<0.16297508346206452,<0.1747528400007685,<0.1873817422860385,<0.2009233002565048,<0.21544346900318845,<0.23101297000831605,<0.24770763559917114,<0.26560877829466867,<0.2848035868435802,<0.30538555088334157,<0.32745491628777285,<0.3511191734215131,<0.37649358067924676,<0.40370172585965536,<0.4328761281083057,<0.4641588833612782,<0.49770235643321137,<0.5336699231206312,<0.572236765935022,<0.6135907273413176,<0.6579332246575682,<0.7054802310718645,<0.7564633275546291,<0.8111308307896873,<0.8697490026177834,<0.9326033468832199,<1.0
QCD,52.64479980973518,53.3584088767596,54.27762921863203,54.32743961496883,55.18944807857687,56.24502329432931,56.3718646140472,58.19388760178968,60.341961425746646,60.39118522873699,61.35847006090639,77.1374519840704,78.0631861961668,78.0631861961668,78.46243385312275,79.47667946977688,79.47667946977688,79.93833803018416,80.00582722939791,80.51297801481128,80.8083883456471,84.27489860495226,84.28733746170691,84.2873374617069,84.2873374617069,85.48758927023962,85.5818997921041,87.28791253016058,87.93374241117421,88.28638439588183,88.28638439588183,88.28638439588183,88.96675760640875,90.03434767635328,90.04075963653827,91.67715314880385,92.56787300233098,92.56787300233098,92.56787300233098,93.63431001026635,93.96002145001763,94.0169421241402,95.911229602144,96.2582367300265,96.302985004063,96.302985004063,96.31697450597265,96.68147030413145,96.68147030413145,96.68147030413145,96.98885792326212,98.16270297040855,98.47327325450811,98.47327325450811,98.47327325450811,98.47327325450811,98.47327325450811,99.49295140293319,100.82199086368192,100.82199086368192,101.99874442561878,102.06057622888086,102.06057622888086,102.06057622888085,102.06057622888085,102.06057622888085,102.06057622888085,103.50840557489009,104.37689414093887,105.33136747023292,105.33136747023292,105.84560903267672,105.90241508676986,105.90241508676986,105.97384891658663,105.97384891658663,105.97384891658663,105.97384891658663,105.97384891658663,105.97384891658663,106.2956658702064,106.57595935112471,106.57595935112471,106.57595935112471,106.64270556908704,106.64270556908704,106.64270556908704,106.64270556908704,106.64270556908704,106.64270556908704,106.64270556908704,106.64270556908704,106.64270556908704,106.64270556908704,106.68876590571166,106.68876590571166,106.68876590571166,106.68876590571166,106.68876590571166,106.68876590571166
ttbar,0.6204580231280861,0.6204580231280861,0.6204580231280861,0.9731260634765322,0.9731260634765322,1.0635047804603988,1.1987744529559194,1.304234513108086,1.304234513108086,1.3328458213809005,1.428253611472966,1.5614688182250422,1.5614688182250422,1.7965584293147303,2.063034069927572,2.063034069927572,2.2516477848353795,2.341343944562455,2.341343944562455,2.341343944562455,2.439410319331149,2.7535011567455543,2.8946462479974935,2.980587090125669,3.1392169865324,3.250561613620038,3.393271579452571,4.081062085432867,4.25539765065773,4.25539765065773,4.25539765065773,4.420322536232655,4.296245442738493,4.554755528663568,4.329139844256348,4.225108157206742,4.75793634935525,4.8864435110211994,4.9796749434766525,5.318184953178502,5.612191360998023,6.298151325287949,6.821168351985129,6.996557714155203,7.600480585186256,7.572440490346739,7.572440490346739,7.6062851115347385,7.637503175970983,7.992645339154823,8.214518004289904,8.9159331199005,9.188328799733366,9.529940406739442,9.94182100673176,10.049585616831791,10.449607131538171,10.994709492449601,11.229054722563168,11.479556257562392,11.996368340214454,12.114524637427175,12.338607417298082,12.522949742156722,12.676315006015535,12.930032119902805,13.298035226285553,13.32882207220563,14.140659181520407,14.298465122179017,14.346400271733282,14.929426598775917,15.152116702594599,15.237127023429299,15.400488036712924,15.400488036712924,15.711479033465645,15.924828039313615,16.006632445527273,16.006632445527273,16.138846651097364,16.415524362221532,16.73054555337043,16.89108811491484,16.993460274142492,17.46220608390145,17.50434512036772,17.504345120367717,17.504345120367717,17.504345120367717,17.504345120367717,17.611297756076226,17.611297756076226,17.611297756076226,17.741520514987638,17.74152051498764,17.74152051498764,17.74152051498764,17.74152051498764,17.74152051498764
ttH,0.01945724590436307,0.022785934669864165,0.02412448602344274,0.02412448602344274,0.02699562983416626,0.02801154152511152,0.032377434760710824,0.032377434760710824,0.03635047006286011,0.03635047006286011,0.03635047006286011,0.037609977105660254,0.04307392968186188,0.04722811444589021,0.048741974216043676,0.050668475673575755,0.055799455622404834,0.05784404731912167,0.05897716969047344,0.06267309297857482,0.06389790800275592,0.06736606749506058,0.07361420222645258,0.07601311445549669,0.08322135288168334,0.08550855952659026,0.0880493955861664,0.0880493955861664,0.09390640424938664,0.10455681632080296,0.11766789905271105,0.12315166883686793,0.1258998300550629,0.1282534574181426,0.13046375301926164,0.13380388478416094,0.1332931932889657,0.13955149377547071,0.14221428591918475,0.1517850458513218,0.156956848838365,0.15591621954732557,0.16321923415566497,0.16789462923109333,0.1715665764762045,0.18161314405442686,0.1831341196980077,0.19566181202738456,0.19675684940862073,0.20398349080470352,0.20945655740983374,0.21266783793953728,0.21805577054688496,0.2218693502123045,0.2325923120463306,0.23675680450087627,0.24128997374386074,0.24374505735291185,0.2474987752693413,0.2484459920960177,0.25065442282800415,0.25575584377429145,0.2617528512139191,0.2655898601989526,0.2686726316241289,0.27235163326568346,0.27344548242135586,0.2732142571710223,0.27674482943444,0.283501579546395,0.2938804836421354,0.3005578370688178,0.3060729074073975,0.30901170421851354,0.3122621783884452,0.3122621783884452,0.31498138805184783,0.3180793222095292,0.32280325484750577,0.3241382061744564,0.32558654313139573,0.3284604833595578,0.3296431208043877,0.33261620337367725,0.33404362299040496,0.33551487146969744,0.33902631676943046,0.3390263167694305,0.33997306586839776,0.3423171617455168,0.3423171617455168,0.34443215044550973,0.346425766721446,0.34841183484942745,0.34841183484942745,0.3484118348494274,0.3484118348494274,0.3493979679131026,0.3493979679131026,0.3493979679131026
singlet,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.2663966430578946,0.47012219905096075,0.47012219905096075,0.47012219905096075,0.47012219905096075,0.47012219905096075,0.47012219905096075,0.47012219905096075,0.47012219905096075,0.47012219905096075,0.47012219905096075,0.47012219905096075,0.47012219905096075,0.47012219905096075,0.47012219905096075,0.47012219905096075,0.6722456649293845,0.6722456649293845,0.6722456649293846,0.6722456649293846,0.6722456649293846,0.6722456649293846,0.6722456649293846,0.6722456649293846,0.6722456649293846,0.6722456649293846,0.6722456649293846,0.6722456649293846,0.9728894720126438,1.196990435824931,1.196990435824931,1.196990435824931,1.196990435824931,1.196990435824931,1.1969904358249308,1.1969904358249308,1.1969904358249308,1.1969904358249308,1.1969904358249308,1.1969904358249308,1.1969904358249308,1.1969904358249308,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545,1.4640441607083545
Wjets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060861027611702825,0.13198841096896513,0.13198841096896513,0.13198841096896513,0.13198841096896513,0.13198841096896513,0.13198841096896513,0.13198841096896513,0.13198841096896513,0.23732746836381544,0.23732746836381544,0.28990903197864143,0.44060946208884366,0.44060946208884366,0.44060946208884366,0.5531360705726059,0.5531360705726059,0.6942650104789975,0.6942650104789975,0.7857609072749128,0.7857609072749128,0.7857609072749128,0.7857609072749128,0.7857609072749128,0.7857609072749128,0.7857609072749128,0.7857609072749128,0.7857609072749128,0.8686462062988443,1.1595450125229436,1.1595450125229436,1.1595450125229436,1.1595450125229436,1.2401907536205714,1.2401907536205714,1.2401907536205714,1.2401907536205714,1.2401907536205714,1.32234979887392,1.32234979887392,1.32234979887392,1.32234979887392,1.32234979887392,1.32234979887392,1.32234979887392,1.32234979887392,1.32234979887392,1.32234979887392,1.39672648540662,1.4952167369533038,1.5974696471691205,1.5974696471691205,1.5974696471691205,1.5974696471691205,1.6808666021848064,1.6808666021848064,1.6808666021848064,1.6808666021848064,1.6808666021848064,1.6808666021848064,1.6808666021848064,1.6808666021848064,1.6808666021848064,1.7383405698187493,1.7383405698187493,1.7383405698187493,1.7383405698187493,1.7383405698187493,1.7383405698187493,1.8181015846598232,1.8181015846598232,1.8181015846598232,1.8181015846598232,1.8181015846598232,1.8181015846598232,1.8181015846598232,1.8181015846598232,1.8181015846598232,1.8181015846598232,1.8181015846598232,1.8181015846598232,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.9075857333798667,1.9075857333798667
Zjets,0.752520555052756,0.752520555052756,0.752520555052756,0.8789052909551829,0.8789052909551829,0.8789052909551829,0.8789052909551829,0.8789052909551829,0.8789052909551829,0.9996669156619428,1.1234372017855416,1.1234372017855416,1.1234372017855416,1.2228203212105542,1.2228203212105542,1.2228203212105542,1.224825452901857,1.224825452901857,1.224825452901857,1.224825452901857,1.3251416872624933,1.558715922060116,1.558715922060116,1.558715922060116,1.558715922060116,1.558715922060116,1.6597285553441625,1.6597285553441625,1.7240356341241179,1.7240356341241179,1.7240356341241179,1.7240356341241179,1.7240356341241179,1.7240356341241179,1.8239183994825385,1.8239183994825385,1.8239183994825385,1.8239183994825385,1.8682764162194032,1.868276416219403,1.868276416219403,1.906063227313289,1.9772326816151506,1.9772326816151506,1.9772326816151506,1.9772326816151506,1.9772326816151506,2.0873453084556743,2.0873453084556743,2.0873453084556743,2.0873453084556743,2.1483669157899414,2.1483669157899414,2.1483669157899414,2.1483669157899414,2.1483669157899414,2.1483669157899414,2.1483669157899414,2.1483669157899414,2.1483669157899414,2.1483669157899414,2.2329147253968595,2.2329147253968595,2.2329147253968595,2.2329147253968595,2.2329147253968595,2.2329147253968595,2.2956265343229862,2.2956265343229862,2.4640615073753205,2.4640615073753205,2.46406150737532,2.46406150737532,2.46406150737532,2.46406150737532,2.46406150737532,2.46406150737532,2.5424350026160814,2.5424350026160814,2.5424350026160814,2.5424350026160814,2.5424350026160814,2.5424350026160814,2.5424350026160814,2.5424350026160814,2.5424350026160814,2.5424350026160814,2.5424350026160814,2.5424350026160814,2.5424350026160814,2.5424350026160814,2.544942589723343,2.544942589723343,2.544942589723343,2.544942589723343,2.544942589723343,2.544942589723343,2.544942589723343,2.544942589723343,2.544942589723343
VV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028,0.03241507741952028
EWKZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWKW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.047886336164451614,0.13386586262746739,0.13386586262746739,0.13386586262746739,0.13386586262746739,0.13386586262746739,0.13386586262746739,0.13386586262746739,0.13386586262746739,0.24998560960191157,0.24998560960191157,0.24998560960191157,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116,0.2499856096019116
ggF,0.2636938996328335,0.2762582371148256,0.3288760471316457,0.3288760471316457,0.3671126863784178,0.3885273414199893,0.4678810802854778,0.5261809712699279,0.5823146554166387,0.6526503437563057,0.7014778036864185,0.7203737405909056,0.765336798669001,0.8083735358030996,0.8537537188320161,0.8537537188320161,0.8763941649735412,0.9137042187031649,0.9137042187031649,0.9401184467491562,0.9496930788811726,0.9496930788811726,1.0005176906909947,1.0005176906909947,1.033394823011597,1.0522439208369276,1.0522439208369276,1.0803877003297802,1.0803877003297802,1.100156906575627,1.1281944333855243,1.1590396587480014,1.1590396587480014,1.1590396587480014,1.1590396587480014,1.2073321918396192,1.242195166016287,1.3073683455160896,1.3073683455160896,1.3073683455160896,1.328354306414161,1.328354306414161,1.328354306414161,1.328354306414161,1.328354306414161,1.3674590004431633,1.3674590004431633,1.3674590004431635,1.3674590004431635,1.3914087035345999,1.3914087035345999,1.3914087035345999,1.3914087035345999,1.3914087035345999,1.409856745325422,1.409856745325422,1.4543028557033,1.4728349185240037,1.4728349185240037,1.4728349185240037,1.4969881514812036,1.5140413268799193,1.538236606485428,1.5382366064854278,1.5382366064854278,1.5382366064854278,1.5382366064854278,1.5382366064854278,1.5382366064854278,1.5382366064854278,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.5789696212285944,1.599120057086611,1.599120057086611,1.599120057086611,1.599120057086611,1.599120057086611,1.599120057086611,1.599120057086611,1.599120057086611,1.599120057086611,1.599120057086611
